Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 181, 109, 70, 2, 0, 0
auf, 94, 35, 59, 0, 0, 0
aus, 90, 0, 89, 0, 1, 0
durch, 76, 75, 0, 0, 1, 0
über, 66, 62, 4, 0, 0, 0
an, 59, 14, 44, 0, 1, 0
unter, 46, 21, 25, 0, 0, 0
zu, 44, 0, 44, 0, 0, 0
hinter, 13, 8, 4, 0, 1, 0
von, 13, 0, 13, 0, 0, 0
zwischen, 6, 1, 5, 0, 0, 0
nach, 5, 0, 5, 0, 0, 0
um, 5, 5, 0, 0, 0, 0
vor, 5, 0, 5, 0, 0, 0
oberhalb, 1, 0, 1, 0, 0, 0
