Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
zu, 53, 0, 53, 0, 0, 0
in, 45, 33, 11, 0, 1, 0
durch, 39, 39, 0, 0, 0, 0
auf, 32, 20, 12, 0, 0, 0
von, 22, 0, 22, 0, 0, 0
über, 19, 19, 0, 0, 0, 0
an, 14, 5, 8, 0, 1, 0
aus, 9, 0, 9, 0, 0, 0
nach, 9, 0, 9, 0, 0, 0
hinter, 2, 0, 2, 0, 0, 0
um, 2, 2, 0, 0, 0, 0
vor, 2, 0, 2, 0, 0, 0
unter, 1, 0, 1, 0, 0, 0
