Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 160, 92, 66, 0, 2, 0
durch, 89, 88, 0, 0, 1, 0
von, 59, 0, 59, 0, 0, 0
zu, 43, 0, 43, 0, 0, 0
auf, 34, 17, 17, 0, 0, 0
an, 27, 6, 21, 0, 0, 0
aus, 23, 1, 22, 0, 0, 0
zwischen, 18, 0, 18, 0, 0, 0
über, 18, 18, 0, 0, 0, 0
nach, 13, 0, 13, 0, 0, 0
gegen, 10, 10, 0, 0, 0, 0
vor, 7, 0, 6, 0, 1, 0
um, 4, 4, 0, 0, 0, 0
unter, 2, 0, 2, 0, 0, 0
bis, 1, 1, 0, 0, 0, 0
wider, 1, 0, 1, 0, 0, 0
