Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 39, 25, 14, 0, 0, 0
durch, 31, 31, 0, 0, 0, 0
auf, 7, 2, 5, 0, 0, 0
zu, 7, 0, 7, 0, 0, 0
über, 7, 7, 0, 0, 0, 0
an, 3, 2, 1, 0, 0, 0
von, 3, 0, 3, 0, 0, 0
nach, 2, 0, 2, 0, 0, 0
um, 2, 2, 0, 0, 0, 0
aus, 1, 0, 1, 0, 0, 0
gegen, 1, 1, 0, 0, 0, 0
unter, 1, 0, 1, 0, 0, 0
vor, 1, 0, 1, 0, 0, 0
zwischen, 1, 0, 1, 0, 0, 0
