Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
zu, 80, 0, 80, 0, 0, 0
auf, 62, 25, 37, 0, 0, 0
in, 58, 23, 34, 0, 1, 0
durch, 34, 32, 2, 0, 0, 0
über, 20, 20, 0, 0, 0, 0
von, 16, 0, 16, 0, 0, 0
an, 6, 0, 6, 0, 0, 0
vor, 3, 0, 3, 0, 0, 0
gegen, 2, 2, 0, 0, 0, 0
nach, 2, 0, 2, 0, 0, 0
aus, 1, 0, 1, 0, 0, 0
um, 1, 1, 0, 0, 0, 0
