Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
durch, 209, 205, 1, 0, 3, 0
in, 194, 99, 93, 1, 1, 0
auf, 79, 34, 42, 0, 1, 2
über, 70, 67, 2, 0, 1, 0
zu, 44, 1, 43, 0, 0, 0
um, 36, 36, 0, 0, 0, 0
an, 25, 2, 23, 0, 0, 0
aus, 19, 0, 18, 0, 0, 1
von, 15, 0, 15, 0, 0, 0
nach, 9, 0, 9, 0, 0, 0
vor, 5, 0, 5, 0, 0, 0
gegen, 4, 4, 0, 0, 0, 0
zwischen, 3, 0, 3, 0, 0, 0
hinter, 2, 0, 2, 0, 0, 0
bis, 1, 1, 0, 0, 0, 0
inmitten, 1, 0, 0, 1, 0, 0
unter, 1, 0, 1, 0, 0, 0
