Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 392, 219, 168, 2, 1, 2
auf, 228, 98, 127, 2, 1, 0
über, 194, 189, 3, 0, 0, 2
durch, 172, 168, 1, 1, 2, 0
von, 136, 0, 136, 0, 0, 0
zu, 100, 1, 99, 0, 0, 0
aus, 87, 1, 86, 0, 0, 0
an, 45, 20, 25, 0, 0, 0
vor, 33, 10, 23, 0, 0, 0
um, 28, 28, 0, 0, 0, 0
nach, 26, 1, 25, 0, 0, 0
unter, 15, 6, 9, 0, 0, 0
zwischen, 15, 0, 15, 0, 0, 0
hinter, 7, 2, 5, 0, 0, 0
gegen, 3, 3, 0, 0, 0, 0
abseits, 1, 0, 1, 0, 0, 0
