Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
zu, 358, 3, 352, 0, 3, 0
in, 251, 170, 76, 0, 5, 0
nach, 75, 1, 71, 3, 0, 0
auf, 53, 32, 21, 0, 0, 0
an, 39, 27, 12, 0, 0, 0
durch, 35, 35, 0, 0, 0, 0
aus, 32, 3, 29, 0, 0, 0
von, 26, 0, 26, 0, 0, 0
über, 12, 11, 1, 0, 0, 0
vor, 8, 3, 5, 0, 0, 0
unter, 5, 0, 5, 0, 0, 0
hinter, 4, 2, 2, 0, 0, 0
gen, 3, 1, 2, 0, 0, 0
um, 2, 2, 0, 0, 0, 0
entlang, 1, 0, 1, 0, 0, 0
gegen, 1, 1, 0, 0, 0, 0
