Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
durch, 63, 62, 0, 1, 0, 0
in, 56, 10, 45, 0, 1, 0
auf, 35, 8, 27, 0, 0, 0
zu, 24, 0, 24, 0, 0, 0
an, 22, 0, 22, 0, 0, 0
um, 19, 19, 0, 0, 0, 0
über, 12, 11, 0, 1, 0, 0
nach, 9, 1, 6, 0, 2, 0
vor, 4, 2, 2, 0, 0, 0
von, 3, 0, 3, 0, 0, 0
aus, 2, 0, 2, 0, 0, 0
bis, 2, 0, 1, 0, 1, 0
zwischen, 2, 0, 2, 0, 0, 0
gegen, 1, 1, 0, 0, 0, 0
hinter, 1, 0, 1, 0, 0, 0
unter, 1, 0, 1, 0, 0, 0
