Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
durch, 33, 33, 0, 0, 0, 0
in, 15, 10, 5, 0, 0, 0
zu, 5, 0, 5, 0, 0, 0
von, 4, 0, 4, 0, 0, 0
über, 4, 4, 0, 0, 0, 0
an, 2, 1, 1, 0, 0, 0
nach, 2, 0, 2, 0, 0, 0
vor, 2, 0, 1, 0, 1, 0
auf, 1, 1, 0, 0, 0, 0
gen, 1, 0, 1, 0, 0, 0
um, 1, 1, 0, 0, 0, 0
