Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 65, 33, 32, 0, 0, 0
durch, 31, 31, 0, 0, 0, 0
zu, 24, 0, 24, 0, 0, 0
über, 24, 24, 0, 0, 0, 0
auf, 13, 9, 4, 0, 0, 0
an, 10, 6, 4, 0, 0, 0
nach, 8, 2, 6, 0, 0, 0
aus, 6, 0, 6, 0, 0, 0
hinter, 2, 0, 2, 0, 0, 0
zwischen, 2, 0, 2, 0, 0, 0
gen, 1, 1, 0, 0, 0, 0
um, 1, 1, 0, 0, 0, 0
von, 1, 0, 1, 0, 0, 0
vor, 1, 0, 1, 0, 0, 0
