Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 69, 43, 24, 0, 2, 0
zu, 48, 2, 46, 0, 0, 0
durch, 43, 43, 0, 0, 0, 0
auf, 27, 17, 10, 0, 0, 0
nach, 24, 0, 24, 0, 0, 0
über, 22, 22, 0, 0, 0, 0
an, 19, 1, 18, 0, 0, 0
hinter, 19, 0, 18, 1, 0, 0
aus, 12, 1, 11, 0, 0, 0
von, 9, 0, 9, 0, 0, 0
unter, 3, 1, 2, 0, 0, 0
vor, 3, 1, 2, 0, 0, 0
um, 2, 2, 0, 0, 0, 0
entlang, 1, 0, 1, 0, 0, 0
