Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 7, 5, 2, 0, 0, 0
zu, 5, 0, 5, 0, 0, 0
durch, 3, 3, 0, 0, 0, 0
auf, 2, 2, 0, 0, 0, 0
gegen, 1, 1, 0, 0, 0, 0
nach, 1, 0, 1, 0, 0, 0
