Präposition, Gesamt, Akk., Dat., Gen., Nom., Unbekannt
in, 68, 24, 43, 1, 0, 0
durch, 56, 53, 3, 0, 0, 0
über, 33, 31, 2, 0, 0, 0
auf, 29, 8, 21, 0, 0, 0
zu, 19, 0, 19, 0, 0, 0
an, 13, 1, 12, 0, 0, 0
aus, 8, 1, 7, 0, 0, 0
vor, 7, 2, 5, 0, 0, 0
nach, 6, 0, 6, 0, 0, 0
von, 4, 0, 4, 0, 0, 0
zwischen, 2, 0, 2, 0, 0, 0
bis, 1, 1, 0, 0, 0, 0
entlang, 1, 0, 1, 0, 0, 0
